Id,Title,Author,Description,Rating,ISBN,ISBN13,Publish,URL
51683,The Words of My Perfect Teacher,Patrul Rinpoche,"Featuring a preface by Dalai Lama, a classic handbook written in the nineteenth century outlines the spiritual practices common to all Tibetan Buddhist traditions and makes them accessible through examples from daily life. Original. 10,000 first printing.",4.39,1570624127,9781570624124,October 27th 1998 by Shambhala Publications (first published 1991),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185360l/19447.jpg
51684,Lion's Gaze: A Commentary on Tsig Sum Nedek,Palden Sherab,"The most profound and direct teaching of Buddha Shakyamuni's is called Dzogchen, or atiyoga, the Clear Light Great Perfection. This is the culmination of all nine vehicles that form the foundation path. Familiarity with its view, meditation and conduct brings unique results. In ""Lion's Gaze"", the authors Khenchen Palden Sherab Rinpoche, a highly qualified Lama and Dzogchen Master, and Khenpo Tsewang Dongyal Rinpoche, also a highly qualified Lama, Kama and Terma lineage holder and recognized expert in ancient Tantric literature, gather the teachings and reintroduce their essence in a timeless way. The first part of the book summarizes the history of Dzogchen and notes its lineage masters, illustrated with 15 beautiful portrait line drawings, and continues with explainations of the preliminary practices. The second section begins with ""Three Words That Strike The Crucial Point"", written by 8th century Vidyadhara Garab Dorje, the first human teacher of Dzogchen. This three line text is followed by Master Patrul Rinpoche's famous commentary entitled, ""The Special Teaching of The Wise and Glorious Sovereign"", written in the 19th century.  The original Tibetan with English translations are provided for all original texts.",4.44,1880975041,9781880975046,1998 by Sky Dancer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382009l/51684.jpg
51685,The President of Good and Evil,Peter Singer,A controversial professor of ethics takes the words of George W. Bush seriously and puts his spotlight on Bush's claims to be a president who knows what is good and what is evil.,3.59,0452286220,9780452286221,August 3rd 2004 by Plume (first published 2004),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405280303l/51685.jpg
51687,Living a Life That Matters: Resolving the Conflict Between Conscience and Success,Harold S. Kushner,"From the author of the international bestseller WHEN BAD THINGS HAPPEN TO GOOD PEOPLE, comes a profound and practical book about doing well by doing good. In this inspiring, uplifting and timely book, Harold Kushner addresses our craving for significance, the need to know that our lives and choices mean something. We sometimes confuse power, wealth and fame with true achievement. We can do great things, and occasionally terrible things, to reassure ourselves that we matter to the world. We need to think of ourselves as good people and are troubled when we compromise our integrity to be successful and important. Rabbi Kushner suggests that the path to a truly successful and significant life lies in friendship, family, acts of generosity and self-sacrifice, as well as in God's forgiving nature. He describes how, in changing the life of even one person in a positive way, we make a difference in the world, give our lives meaning, and prove that we do, in fact, matter.",4.09,0330490540,9780330490542,February 7th 2003 by Pan Publishing (first published September 4th 2001),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356451058l/51687.jpg
51688,Living a Life That Matters: Resolving the Conflict Between Conscience and Success,Harold S. Kushner,"From the bestselling author of When Bad Things Happen to Good People comes a profound and practical book about doing well by doing good. Rabbi Kushner suggests that the path to a truly successful life lives in friendship, family, acts of generosity and self-sacrifice, as well as God's forgiving nature.",4.09,0375410635,9780375410635,September 4th 2001 by Alfred A. Knopf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429633960l/51688.jpg
51689,Living the Life You Were Meant to Live,Tom Paterson,"Tom Patterson, a long-range and strategic planning consultant to America's leading corporations, shares his powerful insights with readers from all walks of life. ""In order to see where you are going, you need to gain a perspective on where you have been and what you have been gifted by God to be,"" says Paterson.""There are times when we each need to go to the 'mountaintop' to be able to see the terrain below.""",4.04,0785260552,9780785260554,July 23rd 2003 by Thomas Nelson Publishers (first published 1998),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380857116l/51689.jpg
51690,Living a Life of Balance,Marilyn Meberg,"Living a life of balance is easier said than done.  We try so hard to be everywhere at once, to be all things to all people, to our husbands, to our jobs, but before we know it, we're completely worn out and a life of balance seems virtually impossible.Living a Life of Balance will encourage women to slow down and take a closer look at how they are living their life.  It will offer the guidance, hope and rest women are searching for in their busy lives.Reaching an audience across racial, socio-economic, denominational, and age boundaries, these guides will enhance the lives of women as they empower them in their weekly devotions. The study guides can be used for both individual and group settings.Women are asking good questions about their faith. With our study guides, we want to join them in their quest for knowledge and lead them in finding the answers they are seeking.",4.06,0785252630,9780785252634,June 18th 2005 by Thomas Nelson,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380857194l/51690.jpg
51691,Living a Life of True Worship,Kay Arthur,"This brand new Bible study series from beloved Bible teacher Kay Arthur and the teaching staff of Precept Ministries tackles important issues in brief, easy-to-grasp lessons you can benefit from personally or as part of a small group. Each book in the series includes six 40-minute studies designed to draw you into God’s Word through basic inductive Bible study. As Kay explains, ""Rather than simply reading or listening to what others say about a subject, you are going to see for yourself what God says about it.""Join one of the world’s most respected Bible teachers in a study that will revolutionize your thinking--and your life.There are as many viewpoints, styles, and preferences about worship as there are people who worship. And the Bible says worship is something everyone does. So how do you know which approach is best? And how do you make sure the goal of your worship is appropriate?This helpful study examines what the Bible says about true worship. You'll discover that we are created for the purpose of worship. And you’ll explore solid, biblical principles for making worship a lifestyle of grateful response to your Creator and Redeemer.Let Kay Arthur and Bob and Diane Vereen guide you into the rich scriptural truths about this important subject.From the Trade Paperback edition.",4.19,1578564808,9781578564804,February 19th 2009 by WaterBrook Press (first published July 24th 2001),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320565042l/51691.jpg
51692,Living a Life on Loan: Finding Grace at the Intersections,Rick Rusaw,"What's your story? God has given us this life and what we do with it matters a great deal to Him. Your story matters because it is part of a much bigger story He is writing. You can be a person who sees your life as on loan from God. Your life can be used, enjoyed, and lived in such a way that God's story is being written through your story and your story is impacting the stories of others. Living a Life on Loan is a personal journey, discovering . . . Love - what you love is seen in your passions and purpose, in your priorities and in your values Influence - God places you alongside others so your story can intersect and influence them in such a way that God also becomes a part of their story Fortune - whether you began life with more or less resources, you have some amount of fortune that is on loan from God, waiting to be invested to accomplish His purpose Eternity - God gives you just a slice of time, yet you have the ability to influence all of eternity.",3.48,0784718555,9780784718551,September 1st 2006 by Standard Publishing Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922125l/51692.jpg
51693,Living Life on Purpose: The Joy of Discovering and Following God's Call,Maxie D. Dunnam,"Far too many Christians believe that a vocation or calling from God only applies to those who are ministers or in church service. ?Living Life on Purpose? debunks that myth and proclaims that God has a fulfilling life of meaning for everyone. These essays by key educators explore how you can hear from God, the difference between a career and a calling, and why doubt, dilemma, and even disenchantment are part of your purpose. Whether you are a business leader, restaurant employee, factory worker, engineer, retail clerk, or yes, even a pastor or seminary student, this collection will encourage, challenge, and motivate you to discover the joys of ?Living Life on Purpose.? Contributors include: Bill Arnold, Burrell Dinkins, Maxie Dunnam, Ellsworth Kalas, Chris Kiesling, Steve Moore, and Sandra Richter; foreword by James Smith, Chair of the Board of Trustees, Asbury Theological Seminary",5.00,1577363388,9781577363385,November 1st 2005 by Providence House Publishers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382039l/51693.jpg
51694,Living a Life That Matters: Lessons From Solomon The Man Who Tried Everything,Mark Matlock,"Money. Fame. Relationships. Knowledge. Having all these things—or even one—would make you happy, right? Well, maybe for a second. At least that’s what King Solomon learned—and he tried all those things on a HUGE scale and still wasn’t content. In fact, chasing those ideas and getting what he wanted actually made him more depressed. So what are we supposed to do if the wisest man in history couldn’t make those things work? Thankfully, Solomon left us a whole book of his trials and errors. Maybe you’ve looked at other people’s lives and thought, “If only I had that, my life would be perfect.” The problem is, those same people are asking the same question when they come across someone else. Even the wisest man in the world, Solomon, struggled with it. In Living a Life that Matters, author and “wisdom expert” Mark Matlock unpacks Solomon’s big “If only” questions on happiness in the book of Ecclesiastes to connect his timeless questions to yours, and explores what really makes a perfect life. Living a Life That Matters lets you gaze over Solomon’s shoulder as he indulges every pleasure, exercises every power, and emerges with a radical conclusion about how to live. You’ll also find ways that his search for meaning connects with yours today and how your story can connect with your friends’ as they seek meaning in the world.Living a Life that Matters:makes the book of Ecclesiastes relevant to teens’ lives—and also easy to understandcontains contemporary examples from pop culture and everyday lifeexplores what it means to live in the world today, as well as the real issue of depression and its effects",3.40,0310258162,9780310258162,September 4th 2005 by Zondervan/Youth Specialties (first published September 1st 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386919972l/51694.jpg
51695,Living My Life,Emma Goldman,"Anarchist, journalist, drama critic, advocate of birth control and free love, Emma Goldman was the most famous—and notorious—woman in the early twentieth century. This abridged version of her two-volume autobiography takes her from her birthplace in czarist Russia to the socialist enclaves of Manhattan’s Lower East Side. Against a dramatic backdrop of political argument, show trials, imprisonment, and tempestuous romances, Goldman chronicles the epoch that she helped shape: the reform movements of the Progressive Era, the early years of and later disillusionment with Lenin’s Bolshevik experiment, and more. Sounding a call still heard today, Living My Life is a riveting account of political ferment and ideological turbulence.First time in Penguin ClassicsCondensed to half the length of Goldman's original work, this edition is accessible to those interested in the activist and her extraordinary era ",4.31,0142437859,9780142437858,April 4th 2006 by Penguin Classics (first published 1931),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282997l/51695.jpg
51696,Anarchism and Other Essays,Emma Goldman,"In the eighteen-nineties and for years thereafter, America reverberated with the name of the ""notorious Anarchist,"" feminist, revolutionist and agitator, Emma Goldman. A Russian Jewish immigrant at the age of 17, she moved by her own efforts from seamstress in a clothing factory to internationally known radical lecturer, writer, editor and friend of the oppressed. This book is a collection of her remarkably penetrating essays, far in advance of their time, originally published by the Mother Earth press which she founded.In the first of these essays, Anarchism: What It Really Stands For, she says, ""Direct action, having proven effective along economic lines, is equally potent in the environment of the individual."" In Minorities Versus Majorities she holds that social and economic well-being will result only through ""the non-compromising determination of intelligent minorities, and not through the mass."" Other pieces deal with The Hypocrisy of Puritanism; Prisons: A Social Crim and Failure; The Psychology of Political Violence—note the relevence of these themes to our own time; The Drama: A Powerful Disseminator of Radical Thought; Patriotism: A Menace to Liberty; and The Tragedy of Woman's Emancipation. A biographical sketch by Hippolyte Havel precedes the essays.Anarchism and Other Essays provides a fascinating look into revolutionary issues at the turn of the century, a prophetic view of the social and economic future, much of which we have seen take place, and above all, a glimpse into the mind of an extraordinary woman: brilliant, provocative, dedicated, passionate, and what used to be called ""high-minded.""Unabridged republication of the 3rd (1917) edition, with a new Introduction by Richard Drinnon. Frontispiece. xv + 271 pp. 5-3/8 x 8-1/2. Paperbound.",4.04,1406953490,9781406953497,November 3rd 2006 by Hard Press (first published 1910),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382053l/51696._SY475_.jpg
51697,The World's Most Dangerous Woman: A New Biography of Emma Goldman,Theresa Moritz,"Until now, biographies of the feminist and anarchist Emma Goldman (1869-1940) have paid scant attention to her three periods of residence in Canada (1926-28, 1933-35 and 1939-40), even though these were some of her most productive years as an activist, speaker and organizer. In the United States, Goldman was notorious as ""Red Emma"" and ""the most dangerous woman in America"" because of her advanced anti-authoritarian views. In fact, she was ""the world's most dangerous woman"" in the sense that she immersed herself in local issues wherever she was exiled, and was accepted as a public personality to a degree that would seem astounding in today's mainstream press. In researching this new biography of Emma Goldman, Theresa Moritz and Albert Moritz have scoured previously ignored private papers in Europe and the United States, and a wealth of indigenous resources long unknown to, or undervalued by, anarchists and feminists. The result is virtually a fresh interpretation of Goldman's influential and troubled life, and a valuable piece of social history as well.",4.00,0968166075,9780968166079,January 22nd 2001 by Subway Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382053l/51697._SY475_.jpg
51699,Red Emma Speaks,Emma Goldman,"Unlike any other collection of Goldman’s work, Red Emma Speaks presents in a single, handy volume the full sweep of her opinions and personality. In addition to nine essays from Goldman’s own 1910 collection, Anarchism and Other Essays; three dramatic sections from her 1931 autobiography, Living My Life; and the afterword to her My Disillusionment in Russia (which the collapse of the Soviet Union later revealed as prescient); this book contains sixteen more pieces covering a great range of subjects, assembled here for the first time to offer a rich composite or Goldman’s life and thought. Red Emma speaks on: anarchism, sex, prostitution, marriage, jealousy, prisons, religion, schools, violence, war, communism, and much more. This new third edition, containing a new foreword by Alix Kates Shulman and more accessible source listings, has been revised to situate the works more precisely in light of burgeoning Goldman scholarship.",4.20,1573924644,9781573924641,May 1st 1996 by Humanity Books (first published 1972),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365463485l/51699.jpg
51700,Emma Goldman: American Individualist,John C. Chalberg,"One of the most colorful, controversial and radical figures in American history, Emma Goldman challenged the legitimacy of religion, government, and private property in the United States. Imprisoned, tried, and later deported for her beliefs, the Goldman story is a window through which students will see a better picture of the history of American radicalism, the history of civil liberties in America, and the history of American foreign policy. The titles in the Library of American Biography Series make ideal supplements for American History Survey courses or other courses in American history where figures in history are explored. Paperback, brief, and inexpensive, each interpretive biography in this series focuses on a figure whose actions and ideas significantly influenced the course of American history and national life. In addition, each biography relates the life of its subject to the broader themes and developments of the times.",3.46,0673521028,9780673521026,January 10th 1997 by Longman Publishing Group (first published September 1st 1995),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382054l/51700.jpg
51701,Emma Goldman: An Intimate Life,Alice Wexler, ,3.57,0394529758,9780394529752,September 12th 1984 by Pantheon,https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
51702,To the Barricades: The Anarchist Life of Emma Goldman,Alix Kates Shulman,"The story of Emma Goldman, written by a leader of America’s second wave of feminismWriter, anarchist, revolutionary, feminist—Emma Goldman was all these things and more. She was a fiery advocate, taking bold stands on a wide range of issues including women’s rights, homosexuality, capitalism, and the military draft. Her tumultuous childhood in Tsarist Russia fostered her rebelliousness and emboldened her opposition to violent authority. Upon arriving in New York in 1885, Goldman found a home in the anarchist movement in the United States. She traveled the country to deliver lectures on anarchism, and was jailed for urging unemployed workers to demand the food they needed. Goldman also aggressively supported Margaret Sanger’s effort to educate women about birth control. Goldman was deported to Russia as fears of an anarchist revolution in the US grew. But back in her homeland, she didn’t find the socialist paradise of worker equality and empowerment she had hoped would take root after the Bolshevik Revolution. Disillusioned, she left the Soviet Union and traveled the world to write and agitate on behalf of her causes. Goldman’s radical legacy endures, revived during the Women’s Liberation Movement of the 1970s. Her story provides inspiration for any woman who ever wanted to make a difference in the world.",3.57,069083280X,9780690832808,December 31st 1971 by Crowell (first published 1971),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342107225l/51702.jpg
51703,Marriage and Love,Emma Goldman,"Love, the strongest and deepest element in all life, the harbinger of hope, of joy, of ecstasy; love, the defier of all laws, of all conventions; love, the freest, the most powerful molder of human destiny; how can an all-compelling force be synonymous with that poor little State - and Church - begotten weed, marriage?",4.06,0968950353,9780968950357,December 1st 2000 by Kersplebedeb (first published 1910),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347325786l/51703.jpg
51706,"Emma Goldman: A Documentary History of the American Years: Volume 2: Making Speech Free, 1902-1909",Emma Goldman,"Emma Goldman: A Documentary History of the American Years redefines the historical memory of Emma Goldman and illuminates a forgotten yet influential facet in the history of American and European radicalism. This definitive multivolume work, which differs significantly from Goldman's autobiography, presents original texts—a significant group of which are published or translated into English for the first time—anchored by rigorous contextual annotations. The distillation of years of scholarly research, these volumes include personal correspondence, newspaper articles, government surveillance reports from America and Europe, dramatic court transcripts, lecture notes, and previously unpublished documents retrieved from obscurity. Biographical, newspaper, and organizational appendices are complemented by in-depth chronologies that underscore the complexity of Goldman's political and social milieu.Making Speech Free, 1902–1909, the second volume in the series, chronicles Goldman's pivotal role in the early battle for free expression. It highlights the relationship between the development of the right of free speech and turn-of-the-century anarchist ideas. The enactment of anti-anarchist laws and the organization of groups in protest occupy center stage among the primary documents. Within this frame, the volume presents Goldman's evolving attitudes toward violence in both its European and American contexts, the emergent revolution in Russia, and the beginnings of the Modern School education movement in America, the social significance of European modern drama, and the right of labor to organize against unfair working conditions in the United States. The volume features the early evolution of Goldman's magazine, Mother Earth, launched in 1906, which promoted a blending of modern literary and cultural ideas into her radical and social political agenda and became a platform for the articulation of her feminist critique, an expression of her international reach, and a marker of her desire to spread anarchist ideas outside the immigrant left. Making Speech Free also tracks Goldman's emergence as a writer and orator whose scathing critique of hypocrisy in all realms of life and politics would eventually capture the attention and imagination of America.",4.33,0520225694,9780520225695,November 22nd 2004 by University of California Press (first published October 23rd 2004),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348386861l/51706.jpg
51707,The Life and Times of Emma Goldman: A Curriculum for Middle and High School Students,Emma Goldman Papers Project,"This is actually pretty good. Through the use of a whole range of original documents - speeches, letters, contemporary newspaper columns and cartoons, you get here a fairly good picture of the life, times, thoughts, and activities of Red Emma. Definitely recommended for more than just high school teachers!",0.00,0963544306,9780963544308,January 1st 2002 by Emma Goldman Papers Project,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348167311l/51707.jpg
51710,"Trial and Speeches of Alexander Berkman and Emma Goldman in the United States District Court in the City of New York, July, 1917: Anarchism on Trial",Alexander Berkman,"This Elibron Classics book is a facsimile reprint of a 1917 edition by Mother Earth Publishing Association, New York.",3.00,1402176872,9781402176876,February 20th 2006 by Adamant Media Corporation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170382068l/51710._SX318_.jpg
51712,Feminist Interpretations of Emma Goldman,Penny A. Weiss,"Within the popular consciousness, Emma Goldman has become something of an icon, a symbol for rebellion and women's rights. But there has been surprisingly little substantive analysis of her influence on social, political, and feminist theory. In Feminist Interpretations of Emma Goldman,  Weiss and Kensinger present essays that resist a simplistic understanding of Goldman and instead attempt to examine her thinking in its proper social, historical, and philosophical context. Only by considering the sources, influences, and specific significance of Goldman's ideas can her proper place in feminist theory be truly understood.In addition to the editors, the contributors are Martha A. Ackelsberg, Kathryn Pyne Addelson, Lynne M. Adrian, Berenice A. Carroll, Voltairine de Cleyre, Janet E. Day, Candace Falk, Kathy E. Ferguson, Marsha Aileen Hewitt, Lori Jo Marso, Jonathan McKenzie, Alix Kates Shulman, Craig Stalbaum, Jason Wehling, and Alice Wexler.",4.60,0271029765,9780271029764,November 1st 2007 by Penn State University Press (first published March 1st 2006),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376425045l/51712.jpg
51716,Classical Mythology: Images and Insights,Stephen L.   Harris,"Comprehensive and beautifully illustrated, this is the only classical mythology text that combines thorough coverage of theoretical approaches to myth with a substantial anthology of primary works. More than 700 pages of primary selections, many of them complete works, include major hymns, epics, and plays of classical myth, while more than 200 photographs of classical works of art illustrate how the Greeks and Romans envisioned gods.",4.04,0072818492,9780072818499,July 16th 2003 by McGraw-Hill (first published 2000),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348863727l/51716.jpg
51717,World Mythology: An Anthology of Great Myths and Epics,Donna Rosenberg,"World Mythology is a compilation of over 50 great myths and epics. Your students will gain an appreciation and understanding of ancient and modern cultures through myths and epics from the Middle East, Greece and Rome, the Far East and Pacific islands, the British Isles, Northern Europe, Africa, and the Americas. An introduction and historical background supplement each myth. Questions at the end of each selection prompt analysis and response.",3.99,0844259667,9780844259666,February 12th 2001 by McGraw-Hill (first published June 28th 1990),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184743l/51717.jpg
51718,"Master Class in Fiction Writing: Techniques from Austen, Hemingway, and Other Greats: Lessons from the All-Star Writer's Workshop",Adam Sexton," Do you want to take your fiction writing to the next level? LEARN FROM THE MASTERSAdam Sexton taught me how to read like a writer--and, in a way, how to write like a reader. For without first considering the experience of reading stories--seriously, thoroughly, the way Sexton does--you can't possibly write one worth reading. --Tara McCarthy,  author of Love Will Tear Us ApartMany writers believe that if they just find the right teacher or workshop, their writing will reach new heights of skill. But why not learn from the best? In his popular workshops in New York City, creative writing instructor Adam Sexton has found that the most effective way for any writer to grasp on the elements of fiction is to study the great masters. Master Class in Fiction Writing is your personal crash course in creative writing, with the world's most accomplished fiction writers as your guides.You will learn:The art of characterization from Jane AustenStyle and voice from Ernest HemingwayDialogue from Iris MurdochDescription from Vladimir NabokovThe timeless techniques of plotting in the work of Joseph ConradThe ingenious structure of James JoycePoint of view from Toni MorrisonOver the course of just ten chapters you can master all the components of great short story and novel writing. These are the most important lessons any writer can learn--a truly novel approach to writing that will enrich, inform, and inspire.",4.08,,,November 7th 2005 by McGraw-Hill Companies (first published October 17th 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348918381l/51718.jpg
51719,Women Like Us: Modern Fiction,Andrea Badenoch, ,0.00,185356298X,9781853562983,May 13th 1993 by National Extension College Trust Ltd,https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
51720,Its Not Like That Here/Teaching Academic Writing and Reading to Novice Writers: Teaching Academic Writing and Reading to Novice Writers,Marcia Dickson,"""The book is both thought provoking and enjoyable to read and should be read by both novice and long-time college professors of reading and writing."" - Journal of Adolescent & Adult LiteracyNone of the current books on theory deals with students from rural rather than urban backgrounds-first-generation college students whose behaviors do not match those described in the usual texts on basic writers . . . middle-class, working students who grew up in an isolation that affects the way they look at school, learning, and knowledge . . . older students who are willing to risk failure to make a better life for their families.In"" It's Not Like That Here,"" Marcia Dickson provides a clearer picture of what is actually happening in this kind of a classroom. She believes that once you identify your students' needs, you can work to overcome their problems. Her book outlines a course of study, recommends ways of using ethnographic research to draw students in, interprets reading/writing strategies that mark basic writers and readers, and offers examples of assignments as well as ways to evaluate students. Theory and practice are combined in such a way that you see how one informs the other.Dickson has invented a term to describe the type of reading/writing classroom outlined in her book: the Distanced/Personal Classroom. This classroom incorporates students' personal experiences with the theories of academics to promote a better understanding of both.""It's Not Like That Here"" will appeal to teachers at two- and four-year colleges who hope to establish a connection between the academic and non-academic communities.",3.20,086709351X,9780867093513,February 6th 1995 by Heinemann Educational Books,https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
51721,"Comedy Writing Secrets: The Best-Selling Book on How to Think Funny, Write Funny, Act Funny, And Get Paid For It",Melvin Helitzer,"The Only Handbook for Humor Writers!What is comedy? Comedy is the art of making people laugh without making them puke.-Steve MartinBecome the funniest person in the room! With Comedy Writing Secrets, 2nd edition, you can master the fundamentals of humor writing and turn your comedic talent into a well-paying pursuit.For more than a decade, Comedy Writing Secrets has been giving aspiring comedians a leg up on the competition. In this expanded new edition, Mel Helitzer, named the ""funniest professor in the country"" by Rolling Stone magazine, and funnyman Mark Shatz pack in even more insight and instruction, including:- Humor writing exercises to punch up your jokes- Extra information on writing for sitcoms and stand-up- Comedic brainstorming techniques using associations and listings- Exclusive tips for writing humor for specific markets like editorials, columns, speeches, advertising, greeting cards, t-shirts, and moreTap into your comedic genius with Comedy Writing Secrets, 2nd edition, and you'll always leave ?em laughing!",3.66,1582973571,9781582973579,October 1st 2005 by Writer's Digest Books (first published 1987),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924128l/51721.jpg
51723,Raising Cain: Protecting the Emotional Life of Boys,Dan Kindlon,"In Raising Cain, Dan Kindlon, Ph.D., and Michael Thompson, Ph.D., two of the country's leading child psychologists, share what they have learned in more than thirty-five years of combined experience working with boys and their families. They reveal a nation of boys who are hurting--sad, afraid, angry, and silent. Kindlon and Thompson set out to answer this basic, crucial question: What do boys need that they're not getting? They illuminate the forces that threaten our boys, teaching them to believe that ""cool"" equals macho strength and stoicism. Cutting through outdated theories of ""mother blame,"" ""boy biology,"" and ""testosterone,"" the authors shed light on the destructive emotional training our boys receive--the emotional miseducation of boys.Kindlon and Thompson make a compelling case that emotional literacy is the most valuable gift we can offer our sons, urging parents to recognize the price boys pay when we hold them to an impossible standard of manhood. They identify the social and emotional challenges that boys encounter in school and show how parents can help boys cultivate emotional awareness and empathy--giving them the vital connections and support they need to navigate the social pressures of youth.",3.98,0345434854,9780345434852,April 4th 2000 by Ballantine Books (first published April 4th 1999),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431663431l/51723._SY475_.jpg
51725,Bad Boy: The Life And Politics Of Lee Atwater,John Joseph Brady,"Lee Atwater revolutionized presidential campaigning. He helped to create a solid Republican south. And he became notorious for turning national politics back into a blood sport, not only using nasty attacks but reveling in his image as the bad boy of Washington. Then, at the age of 39, Atwater was struck by a brain tumor. In thirteen months, cancer ended the most controversial career in modern politics—the charismatic, colorful, and contradictory life of Lee Atwater.Even today Atwater is a fallen leader Republicans love and a rival Democrats love to hate. He was the first political handler as mediagenic as his candidates—certainly the first chairman of the Republican National Committee to record a blues album. His campaigns represent the high-water mark of the GOPs postwar dominance of the presidency, and his techniques set the tone for races across the country. Watching Washington since his death, politicians and pundits still wonder, What if Lee Atwater had lived?  Bad Boy reveals how Lee Atwater began his career controlling crowds as jittery class clown, traumatized by the agonizing death of his little brother. In college he discovered the subtle intercourse of policy and public opinion and grew from party animal to party man. Bad Boy  details Atwater's political strategies from the grass roots to the national level. Even more ruthless were the behind-the-scenes power games as he crossed paths, and occasionally crossed swords, with nearly every major Republican of the 1980s: Reagan, Bush, Baker, Ailes, Rollins, and many more.In Bad Boy, we also see the faces Atwater tried to spin away. He was a compulsive womanizer, climbing through windows to avoid reporters. He played radical politics but promoted ”big tent” Republicanism. Even his last public moment is controversial. Did Atwater's deathbed words really repudiate entire campaigns, or were they twisted by political enemies and second-hand reporting? Was his repentance sincere or simply one last gasp of press manipulation? Was he responsible for the infamous Willie Horton ads, or was he unfairly blamed by 1988s losers, trying for a moral victory? Is Lee Atwater, a master of spin, now being spun in his grave?In its sudden end, Atwater's remarkable life resembled the rise and fall of a fine political novel. With the probing insights of an expert interviewer and a rare stylistic verve, John Brady tells that whole frantic, fascinating story—the life of the baddest boy in D.C.",4.28,0201627337,9780201627336,December 30th 1996 by Da Capo Press (first published 1996),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387711359l/51725.jpg
51728,The Construction of Social Reality,John Rogers Searle,"This short treatise looks at how we construct a social reality from our sense impressions; at how, for example, we construct a 'five-pound note' with all that implies in terms of value and social meaning, from the printed piece of paper we see and touch. ""John Searle has a distinctive intellectual style. It combines razor-sharp analysis with a swaggering chip-on-the-shoulder impudence that many of his opponents might find intolerably abrasive were it not for the good humour that pervades all he writes. This is a man who likes a good philosophical brawl."" --New Scientist",3.91,0684831791,9780684831794,January 1st 1997 by Free Press (first published March 1995),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411350062l/51728.jpg
51731,Social Referencing and the Social Construction of Reality in Infancy,Saul Feinman,"Integrating the perspectives of a number of disciplines, this work examines social referencing in infants within the broader contexts of cognition, social relations, and human society as a whole.",0.00,030643850X,9780306438509,June 30th 1992 by Springer (first published 1992),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348867992l/51731.jpg
51735,"Sarah, Plain and Tall (Literature Guide: Grades 4-8)",Scholastic Inc.,"Introduce your students to these award-winning books with these engagin teaching guides. Each guide includes an author biography, background information, summaries, thought-provoking discussion questions, as well as creative, cross-curricular activities and reproducibles that motivate students. For use with Grades 4-8.",3.83,,,November 1st 1996 by Scholastic Teaching Resources (Teaching,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835555l/51735.jpg
51736,Trap Door,Sarah Graves,"When Jacobia ""Jake"" Tiptree left behind her high-powered, high-risk career on Wall Street for the charming town of Eastport, Maine, she expected a quiet life spent fixing up her 1823 Federal-style house. But there are skeletons in her closet that may prove beyond repair...Suddenly the perils of the stock market pale in comparison to the murder, mayhem, and mystery of remodeling.From the Hardcover edition.",3.71,0553804294,9780553804294,December 26th 2006 by Bantam (first published 2006),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738921l/51736.jpg
